CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas
59762062000183;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);1T;2025;6407809.12
04859814000137;SAÚDE BRB - CAIXA DE ASSISTÊNCIA;1T;2025;27174540.52
05011316000100;HBC SAÚDE LTDA.;1T;2025;31677645.55
03187913000157;ODONTOART PLANOS ODONTOLÓGICOS LTDA;1T;2025;1396303.55
04558034000157;LIFE EMPRESARIAL SAÚDE LTDA.;1T;2025;40984908.36
03230123000107;UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;1T;2025;18484477.18
04745753000187;UNIÃO MÉDICA PLANOS DE SAÚDE S/A;1T;2025;46240321.37
04222235000189;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;1T;2025;1585683.55
04911101000175;VIVENTERIS LTDA;1T;2025;3299209.22
04839091000104;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;1T;2025;181850.51
05774975000190;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;1T;2025;2048703.73
01648339000161;VITA ASSISTÊNCIA A SAÚDE LTDA.;1T;2025;3930553.55
05029064000139;SAÚDE SANTA TEREZA LTDA.;1T;2025;23781357.41
06091170000105;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;1T;2025;22608827.30
00395266000180;MAIS SAÚDE PLANO DE SAÚDE LTDA;1T;2025;11477004.23
06145428000109;PORTO DIAS SAUDE LTDA.;1T;2025;601730.21
04299138000194;BIOVIDA SAÚDE LTDA.;1T;2025;61834619.22
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;1T;2025;1068531.01
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;1T;2025;5852962.10
04202013000102;POLICLIN SAÚDE S/A.;1T;2025;39521298.60
07844436000106;CABERJ INTEGRAL SAÚDE S.A;1T;2025;39409187.52
41369935000127;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;1T;2025;352014.83
02569472000195;CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;1T;2025;621218.84
05983170000157;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;1T;2025;9629800.67
51262335000119;CLÍNICA SÃO GABRIEL S/S LTDA;1T;2025;25919.95
04430627000133;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;1T;2025;1051624.06
00885918000165;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;1T;2025;16400169.11
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;1T;2025;45328501.42
97403778000183;SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;1T;2025;5965.44
02866602000151;SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.;1T;2025;1053537.38
50432863000106;MATÃO CLINICAS & AMHMA SAÚDE LTDA;1T;2025;17911315.86
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;1T;2025;2547541.06
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;1T;2025;39208907.06
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;1T;2025;10961284.36
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;1T;2025;18237936.28
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;1T;2025;18167399.28
10414182000109;UNIMED SAÚDE E ODONTO S.A;1T;2025;19055098.88
10767219000174;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;1T;2025;571094.06
10456692000130;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA;1T;2025;389613.02
11177786000133;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;1T;2025;16285548.66
10796140000171;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;1T;2025;599121.58
11593821000103;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;1T;2025;23301503.96
11158465000191;AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA;1T;2025;0.00
51628360000173;PRONTO SOCORRO CONDE DE MOREIRA LIMA;1T;2025;1941592.52
11565995000154;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;1T;2025;821312.65
12055813000168;CEMIG SAÚDE;1T;2025;136569411.10
11939445000158;ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;1T;2025;79987529.20
03033006000153;CAIXA DE ASSISTÊNCIA OSWALDO CRUZ;1T;2025;43585275.35
92741016000173;ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;1T;2025;23245064.99
10846369000173;HEALTH ADMINISTRADORA DE BENEFICIOS LTDA;1T;2025;0.00
11996146000155;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;1T;2025;14500394.46
11973134000105;SUL AMÉRICA ODONTOLÓGICO S/A;1T;2025;16229856.62
10364053000145;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;1T;2025;811598.87
10935483000170;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;1T;2025;33227214.11
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;1T;2025;14884275.22
13001218000102;ASSOCIAÇÃO SANTA SAÚDE;1T;2025;78079233.13
13223975000120;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;1T;2025;537026.11
13026081000140;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;1T;2025;1425485.53
11076382000153;UNIX SAÚDE S.A;1T;2025;6156864.69
;;1T;2025;0.00
09433795000104;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;1T;2025;91948117.85
11336728000105;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;1T;2025;817683.67
13816250000146;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;1T;2025;2677120.08
12838821000180;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;1T;2025;0.00
11828089000103;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;1T;2025;24766876.79
14408631000159;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;1T;2025;2688043.91
15131148000132;AMHA SAUDE S/A;1T;2025;16756849.44
12049486000131;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;1T;2025;10840721.17
30460075000116;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;1T;2025;36316706.48
15022430000181;ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO;1T;2025;17244812.56
06814351000112;CEDPLAN SAÚDE LTDA EPP;1T;2025;1428839.03
16665579000141;ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA;1T;2025;20938135.77
27085968000114;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;1T;2025;11404058.95
11867361000156;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;1T;2025;11089044.41
17048922000171;ODONTO PRIME S/S LTDA;1T;2025;152781.96
03518900000113;INSTITUTO CURITIBA DE SAÚDE;1T;2025;97151125.76
25906728000108;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;1T;2025;662811.41
16926969000128;AMAZÔNIA PLANOS DE SAÚDE LTDA;1T;2025;13837570.36
14674151000130;BIORAL SISTEMA ODONTOLÓGICO LTDA.;1T;2025;14426.14
18275071000162;POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS;1T;2025;0.00
14946109000120;ASSOCIAÇÃO SÃO FRANCISCO VIDA;1T;2025;26422662.84
15323270000100;ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA;1T;2025;13607044.11
18321477000134;ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS;1T;2025;119085600.76
19240452000179;BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.;1T;2025;0.00
14891935000110;ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.;1T;2025;485947.94
14927215000167;ZURICH SANTANDER BRASIL ODONTO LTDA.;1T;2025;-45917.06
19962272000109;BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.;1T;2025;8154111.43
92827666000136;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;1T;2025;14305920.69
17897995000138;PLADISA PLANOS DE SAÚDE SA;1T;2025;14107653.46
19691730000104;MAIS SAUDE S/A;1T;2025;7489460.18
19304091000187;SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;1T;2025;311634.77
19663787000108;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;1T;2025;0.00
20160828000114;ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ;1T;2025;1582541.58
20918393000124;OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA;1T;2025;9865963.20
14576780000127;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;1T;2025;1967815.52
21205801000163;CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE;1T;2025;2477142.70
20961779000119;ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;1T;2025;7583405.57
19512026000147;PLAMESC PLANOS DE SAÚDE LTDA;1T;2025;2536993.71
15713057000105;ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL;1T;2025;16211863.08
19031941000110;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;1T;2025;250403.13
60961422000155;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;1T;2025;68954286.56
23053901000147;SANTA CASA DE SAÚDE - SCS;1T;2025;3855833.88
13083167000105;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;1T;2025;1046807.97
23557177000199;ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO;1T;2025;2214820.09
23869306000184;ASSOCIAÇÃO PADRE ALBINO SAÚDE;1T;2025;21220219.27
24645912000189;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;1T;2025;44169153.85
25063964000100;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;1T;2025;7271916.03
24807514000111;ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;1T;2025;6266876.95
25141173000150;ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;1T;2025;713631.78
22694698000125;INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA;1T;2025;2848.80
77893469000121;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;1T;2025;637492.58
27113113000150;S1 OPERADORA DE PLANO DE SAÚDE LTDA;1T;2025;1516452.39
27067508000163;ASSOCIAÇÃO SÃO LUIZ SAÚDE;1T;2025;16124343.55
28311619000136;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;1T;2025;0.00
28633372000174;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;1T;2025;10975343.38
22709109000135;BENEFICENCIA SOCIAL BOM SAMARITANO;1T;2025;757403.48
08225953000160;SANTA CASA DE MAUÁ SAÚDE;1T;2025;23701189.83
04574626000162;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;1T;2025;22284895.52
29910807000143;RIO DOCE SAÚDE;1T;2025;3616294.03
28310835000167;MEDHEALTH PLANOS DE SAÚDE LTDA;1T;2025;1484944.68
27452545000195;2CARE OPERADORA DE SAÚDE LTDA.;1T;2025;61558843.68
31596055000130;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;1T;2025;228946.14
30724638000136;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;1T;2025;1358108.80
28953753000130;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;1T;2025;1120459.57
31763326000102;EXCELÊNCIA PLANO DE SAÚDE S/A;1T;2025;225.39
31097886000167;PERSONAL CARE OPERADORA DE SAÚDE SA;1T;2025;4246798.36
15011651000154;BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A;1T;2025;0.00
27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;1T;2025;490266.37
29174910000172;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;1T;2025;10046468.75
32421708000102;BEST SENIOR OPERADORA DE SAÚDE LTDA;1T;2025;13248066.98
03013779000178;ANGELI SISTEMAS DE SAUDE S.A.;1T;2025;2341437.47
34266553000102;ALICE OPERADORA LTDA.;1T;2025;91207494.34
33379144000150;ÚNICA ASSISTENCIA MEDICA LTDA;1T;2025;13447817.12
34539000000186;KLINI PLANOS DE SAÚDE LTDA;1T;2025;61580643.90
33922160000147;ASSOCIAÇÃO FCA SAÚDE;1T;2025;0.00
34844263000107;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;1T;2025;13257333.35
34907159000106;ODONT-OPERADORA ODONTOLOGICA LTDA;1T;2025;1006362.67
34608096000197;UNIVIDA USA OPERADORA EM SAUDE S/A;1T;2025;-406662.69
34732056000152;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;1T;2025;4131747.65
36263502000152;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;1T;2025;1577022.52
35657268000185;ASSOCIAÇÃO DE SAÚDE DO VALE;1T;2025;14613755.83
36503186000149;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;1T;2025;85271230.70
36186642000174;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;1T;2025;868650.49
02753398000162;SF SISTEMAS DE SAÚDE LTDA;1T;2025;7059441.54
36567721000125;SAMI ASSISTÊNCIA MÉDICA LTDA;1T;2025;23026981.04
34673588000166;BIT LIFE BENEFÍCIOS LTDA;1T;2025;0.00
39149389000177;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;1T;2025;20145.68
37442364000131;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.;1T;2025;0.00
38272479000198;PB ASSISTENCIA MEDICA EU LTDA;1T;2025;4724455.75
39427632000171;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;1T;2025;30838913.81
40187311000126;GOCARE PLANOS DE SAUDE LTDA;1T;2025;23867702.76
40038813000195;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;1T;2025;506659.62
40246859000108;ODILE SERVIÇOS DE SAÚDE LTDA.;1T;2025;-56030.71
55990451000105;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;1T;2025;4203471.04
41432461000110;TEMPO MED PLANO DE SAUDE LTDA;1T;2025;13980899.16
37020290000145;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;1T;2025;5750070.56
41248894000110;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;1T;2025;2922346.60
41715325000138;ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.;1T;2025;0.00
41929347000109;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;1T;2025;1333585.26
42209475000132;TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI;1T;2025;0.00
44477823000188;INTEGRA ASSISTENCIA MEDICA SA;1T;2025;66088065.98
45050963000138;BEMSTAR ASSISTENCIA MEDICA LTDA;1T;2025;123798.39
00841848000143;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;1T;2025;1695054.63
45568546000181;ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;1T;2025;129517.18
45981176000100;ANAFE SAUDE;1T;2025;13661040.54
46426569000114;UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.;1T;2025;10834023.47
46614535000153;AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.;1T;2025;5128852.61
29117294000118;PLANO SIGMA SAÚDE LTDA;1T;2025;376454.29
47325263000134;ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE;1T;2025;848570.21
43079723000130;TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA;1T;2025;2745276.81
42785902000120;INFINITY SAÚDE SUPLEMENTAR LTDA;1T;2025;182561.22
49955478000164;AURORA SAÚDE LTDA;1T;2025;3307898.92
49481538000154;SAUDIA ASSISTENCIA MÉDICA LTDA;1T;2025;252458.74
50876139000171;NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA;1T;2025;22232223.09
49754083000101;EVO SAUDE ASSISTENCIA MEDICA LTDA;1T;2025;1940.05
49792664000120;SUL DO PARÁ LTDA;1T;2025;4823111.70
;;1T;2025;0.00
51212821000122;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;1T;2025;5582.14
43047552000168;AMPLITUDE PLANOS DE SAUDE LTDA;1T;2025;0.00
53249803000140;ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA;1T;2025;125920.19
29754208000188;VALE PLANOS DE SAÚDE LTDA;1T;2025;609816.24
03284505000113;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO;1T;2025;0.00
54698763000187;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;1T;2025;0.00
49168700000189;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.;1T;2025;0.00
54557861000102;BLUZZ SAÚDE S/A;1T;2025;240338.68
04439627000102;ALLIANZ SAÚDE S/A;2T;2025;10420156.42
04540010000170;PORTO SEGURO - SEGURO SAÚDE S/A;2T;2025;2885892838.06
04487255000181;UNIMED SEGUROS SAÚDE S/A;2T;2025;2551076194.89
04463083000106;ITAUSEG SAÚDE S.A.;2T;2025;166154854.40
92693118000160;BRADESCO SAÚDE S.A.;2T;2025;15580421309.02
01685053000156;SUL AMERICA COMPANHIA DE SEGURO SAÚDE;2T;2025;12991834225.43
00103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;2T;2025;57581994.70
54991211000162;UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO;2T;2025;59413508.81
01402285000150;DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;2T;2025;1774307.22
41871989000196;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;2T;2025;28521176.99
01476619000130;UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO;2T;2025;17666864.40
50480953000172;UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;113227731.13
20168589000149;PRONTOMED PLANOS DE SAÚDE LTDA;2T;2025;28734422.17
01356020000162;UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;2T;2025;32155153.82
58119199000151;ODONTOPREV S/A;2T;2025;344095054.38
00461479000163;PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA;2T;2025;2914273233.25
00747041000146;UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO;2T;2025;13574824.45
35617257000171;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;2T;2025;21190646.00
35830868000101;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;2T;2025;214844524.81
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;2T;2025;33736120.50
56727134000163;UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;222898873.57
85377174000120;UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;250798498.49
62638374000194;CENTRO TRASMONTANO DE SAO PAULO;2T;2025;397267913.01
64924095000112;SERMED-SAÚDE LTDA.;2T;2025;102694500.88
02687852000124;UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;22115733.49
04201372000137;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;2T;2025;755713367.14
16921561000163;UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.;2T;2025;59146901.36
50368034000101;UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO;2T;2025;25249570.81
02030246000131;ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15);2T;2025;56513705.71
92240605000178;ON MED ASSISTÊNCIA MÉDICA LTDA;2T;2025;6535127.64
42940528000190;UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;44313719.46
22720791000167;UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;59768119.69
01867792000169;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;2T;2025;8312125.58
37436920000167;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;60020547.53
78738101000151;DENTAL UNI - COOPERATIVA ODONTOLÓGICA;2T;2025;28439641.78
17143876000190;AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA;2T;2025;4821678.04
75055772000120;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;2T;2025;1570957445.64
45425899000122;UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO;2T;2025;127057026.39
78420783000150;UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;2T;2025;46797483.79
72120124000111;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;2T;2025;1857523.92
33546979000157;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;2T;2025;46807676.41
22666341000133;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;2T;2025;13215734.31
02858169000102;NOSAMED ASSISTÊNCIA MÉDICA LTDA.;2T;2025;3545196.13
72547623000190;SANTA CASA DE MISERICÓRDIA DE TUPÃ;2T;2025;4274426.66
81715716000177;UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO;2T;2025;76592114.89
44663631000166;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO;2T;2025;91761009.00
87300448000109;UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.;2T;2025;288261820.87
00299149000113;ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;2T;2025;21864090.64
02322043000119;UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;84686163.51
17689407000170;UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;262622379.14
02315431000172;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL;2T;2025;130213893.63
12585261000108;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;2T;2025;60833525.78
80525652000189;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI;2T;2025;18174217.92
29167970000168;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;2T;2025;6153640.88
25810946000144;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;39281234.59
31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;2T;2025;1012863450.12
67577171000159;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;15217434.40
37313475000148;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;2T;2025;67663031.69
17146846000137;PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA;2T;2025;11611087.22
88645403000139;CIRCULO OPERARIO CAXIENSE;2T;2025;133457427.11
02752923000125;PROASA SAÚDE;2T;2025;98516309.38
40223893000159;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;2T;2025;6604255.39
01371135000126;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;2T;2025;168782.68
36540979000138;UNIMED COSTA VERDE RJ;2T;2025;31679139.96
51427540000197;UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;86867929.52
00304148000110;FUNDAÇÃO DE SAÚDE ITAIGUAPY;2T;2025;43936810.86
89870547000151;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;2T;2025;102361428.76
23031479000129;UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.;2T;2025;5654324.63
87701249000102;UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;2T;2025;53333951.92
73936395000102;UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;2T;2025;69559647.26
49210966000142;UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;172858038.28
00262338000111;UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO;2T;2025;15646372.44
04612990000170;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;2T;2025;62821078.86
73809352000166;FUNDAÇÃO SAÚDE ITAÚ;2T;2025;1094488681.21
62476676000103;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;2T;2025;20166934.09
26629238000174;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;2T;2025;71925901.31
31432792000105;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;2T;2025;2395955826.02
30417661000188;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;2T;2025;53734555.32
