CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,RegistroANS,Modalidade,UF
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,1T,2025,28854111.64,1999-02-24,Medicina de Grupo,RJ
02989632000155,EVANGELICO SAUDE LTDA.,1T,2025,5995847.31,1999-03-04,Medicina de Grupo,PR
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,1T,2025,2644589.97,1999-03-12,Medicina de Grupo,SP
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,1T,2025,5299613.7,1999-03-17,Autogestão,GO
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,1T,2025,4778254.29,1999-03-31,Medicina de Grupo,SP
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,1T,2025,14399328.71,1999-04-28,Medicina de Grupo,PE
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,1T,2025,4039046.38,1999-05-19,Autogestão,RS
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,1T,2025,22089332.33,1999-07-19,Odontologia de Grupo,SP
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,1T,2025,38201727.44,1999-07-21,Filantropia,PA
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,1T,2025,1938497.85,1999-07-21,Autogestão,SP
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,1T,2025,5137807.63,1999-08-02,Medicina de Grupo,RS
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,1T,2025,929200.72,1999-08-06,Autogestão,SP
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,1T,2025,5185012.86,1999-08-04,Autogestão,SP
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,1T,2025,12551573.88,1999-08-04,Autogestão,SP
02009924000184,GAMA SAUDE LTDA.,1T,2025,1671527.09,1999-08-03,Medicina de Grupo,SP
03219363000100,SEPACO SAÚDE LTDA,1T,2025,1140791.14,1999-08-11,Medicina de Grupo,SP
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,1T,2025,478448.91,1999-08-23,Medicina de Grupo,RJ
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,1T,2025,1699489.76,1999-08-20,Autogestão,SP
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,1T,2025,1008044.92,1999-09-06,Autogestão,SP
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,1T,2025,1219017.36,1999-09-08,Autogestão,SP
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,1T,2025,902576.17,1999-09-14,Autogestão,SP
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,1T,2025,2268864.04,1999-09-15,Autogestão,SP
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,1T,2025,343968.47,1999-09-23,Filantropia,MG
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),1T,2025,7756918.99,1999-10-07,Autogestão,SP
03424929000136,SAUDE PAS - MEDICINA E ODONTO,1T,2025,43198704.21,1999-10-21,Autogestão,RS
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,1T,2025,90940.11,1999-10-22,Medicina de Grupo,RJ
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,1T,2025,895068.22,1999-10-26,Autogestão,SP
00444803000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,1T,2025,3149957.78,1999-10-27,Autogestão,SP
73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,1T,2025,1980316.14,1999-11-05,Medicina de Grupo,PR
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,1T,2025,1499217.31,1999-11-11,Cooperativa odontológica,MG
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,1T,2025,6629510.58,1999-11-03,Autogestão,SP
71559272000174,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,1T,2025,9757129.18,1999-11-30,Autogestão,SP
60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,1T,2025,17099464.49,1999-12-20,Filantropia,SP
00200720000109,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),1T,2025,3262438.07,2000-01-27,Autogestão,SP
03613857000175,CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,1T,2025,2129779.54,2000-02-21,Medicina de Grupo,MG
03637776000105,FILOSANITAS SAUDE LTDA,1T,2025,6810325.15,2000-03-03,Medicina de Grupo,SP
00648506000101,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,1T,2025,1301686.1,2000-05-08,Autogestão,SP
03011072000122,PLANO HOSPITAL SAMARITANO LTDA,1T,2025,117779074.5,2000-05-12,Medicina de Grupo,SP
03638220000133,PLANO DE SAUDE ASES LTDA.,1T,2025,14113163.94,2000-06-27,Medicina de Grupo,RJ
03849449000117,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,1T,2025,55536303.01,2000-07-21,Medicina de Grupo,SP
03627391000167,SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,1T,2025,2739619.16,2000-07-27,Autogestão,RS
03548273000163,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,1T,2025,1837953.88,2000-08-04,Medicina de Grupo,MG
03670297000190,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,1T,2025,845364.74,2000-08-25,Medicina de Grupo,RJ
03977587000181,SBC SAÚDE LTDA.,1T,2025,8042144.72,2000-08-29,Medicina de Grupo,SP
04002216000147,SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA,1T,2025,5821498.98,2000-09-14,Medicina de Grupo,RJ
03702977000149,CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC,1T,2025,19594663.92,2000-09-18,Autogestão,DF
00307714000147,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,1T,2025,5901435.79,2000-11-16,Autogestão,SP
03773153000160,TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,1T,2025,6708834.7,2000-12-15,Medicina de Grupo,BA
03990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,1T,2025,2175221.68,2001-01-16,Odontologia de Grupo,BA
04165719000133,GS PLANO GLOBAL DE SAÚDE LTDA,1T,2025,11632046.35,2001-02-16,Medicina de Grupo,RJ
04234059000103,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,1T,2025,818489.09,2001-03-07,Medicina de Grupo,SP
03694367000140,AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,1T,2025,1044671.99,2001-03-07,Odontologia de Grupo,SP
04257073000114,AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA,1T,2025,9680561.76,2001-03-16,Medicina de Grupo,RJ
92219070000153,SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,1T,2025,4767060.24,2001-03-21,Filantropia,RS
04222989000139,UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,1T,2025,4861957.51,2001-04-03,Odontologia de Grupo,PB
04197511000104,CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND,1T,2025,4641466.84,2001-04-09,Autogestão,SE
04311093000126,CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL,1T,2025,223013526.13,2001-04-16,Autogestão,MS
16608812000154,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,1T,2025,7471200.33,2001-05-21,Medicina de Grupo,MG
04212174000179,DENTAL MASTER LTDA - EPP,1T,2025,1024378.27,2001-05-25,Odontologia de Grupo,AL
78304672000188,CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,1T,2025,1797608.68,2001-07-13,Autogestão,PR
59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),1T,2025,6407809.12,2001-08-28,Autogestão,SP
04859814000137,SAÚDE BRB - CAIXA DE ASSISTÊNCIA,1T,2025,27174540.52,2002-05-07,Autogestão,DF
05011316000100,HBC SAÚDE LTDA.,1T,2025,31677645.55,2002-08-06,Medicina de Grupo,SP
03187913000157,ODONTOART PLANOS ODONTOLÓGICOS LTDA,1T,2025,1396303.55,2002-10-01,Odontologia de Grupo,CE
04558034000157,LIFE EMPRESARIAL SAÚDE LTDA.,1T,2025,40984908.36,2003-01-15,Medicina de Grupo,SP
03230123000107,UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,1T,2025,18484477.18,2003-04-08,Cooperativa Médica,SP
04745753000187,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,1T,2025,46240321.37,2003-04-08,Medicina de Grupo,BA
04222235000189,SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,1T,2025,1585683.55,2003-10-10,Odontologia de Grupo,RJ
04911101000175,VIVENTERIS LTDA,1T,2025,3299209.22,2003-10-10,Odontologia de Grupo,PR
04839091000104,FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,1T,2025,181850.51,2003-10-17,Autogestão,CE
05774975000190,SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,1T,2025,2048703.73,2003-10-31,Odontologia de Grupo,SE
01648339000161,VITA ASSISTÊNCIA A SAÚDE LTDA.,1T,2025,3930553.55,2004-07-13,Medicina de Grupo,MG
05029064000139,SAÚDE SANTA TEREZA LTDA.,1T,2025,23781357.41,2004-08-17,Medicina de Grupo,SP
06091170000105,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,1T,2025,22608827.3,2004-11-30,Cooperativa Médica,SP
00395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,1T,2025,11477004.23,2004-12-06,Medicina de Grupo,GO
06145428000109,PORTO DIAS SAUDE LTDA.,1T,2025,601730.21,2005-02-03,Medicina de Grupo,PA
04299138000194,BIOVIDA SAÚDE LTDA.,1T,2025,61834619.22,2005-02-16,Medicina de Grupo,SP
07154253000169,RODRIGUES LEIRA ODONTOLOGIA LTDA.,1T,2025,1068531.01,2005-08-03,Odontologia de Grupo,SP
07270625000112,FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,1T,2025,5852962.1,2006-05-11,Cooperativa odontológica,SC
04202013000102,POLICLIN SAÚDE S/A.,1T,2025,39521298.6,2006-08-02,Medicina de Grupo,SP
07844436000106,CABERJ INTEGRAL SAÚDE S.A,1T,2025,39409187.52,2006-09-26,Medicina de Grupo,RJ
41369935000127,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,1T,2025,352014.83,2007-01-29,Medicina de Grupo,MA
02569472000195,CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,1T,2025,621218.84,2007-01-31,Medicina de Grupo,SP
05983170000157,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,1T,2025,9629800.67,2007-03-08,Odontologia de Grupo,SP
51262335000119,CLÍNICA SÃO GABRIEL S/S LTDA,1T,2025,25919.95,2007-03-08,Medicina de Grupo,SP
04430627000133,PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,1T,2025,1051624.06,2007-04-13,Odontologia de Grupo,SE
00885918000165,HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA,1T,2025,16400169.11,2007-09-26,Medicina de Grupo,PI
08097092000181,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA,1T,2025,45328501.42,2007-10-30,Autogestão,DF
97403778000183,SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,1T,2025,5965.44,2007-10-30,Odontologia de Grupo,MG
02866602000151,SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.,1T,2025,1053537.38,2007-10-31,Medicina de Grupo,SP
50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,1T,2025,17911315.86,2007-12-17,Medicina de Grupo,SP
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,1T,2025,2547541.06,2008-01-30,Odontologia de Grupo,RJ
08202035000115,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,1T,2025,39208907.06,2008-02-18,Autogestão,MG
08883265000197,ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,1T,2025,10961284.36,2008-03-07,Autogestão,PR
07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,1T,2025,18237936.28,2008-06-30,Autogestão,MG
08708980000193,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,1T,2025,18167399.28,2008-10-03,Medicina de Grupo,SP
10414182000109,UNIMED SAÚDE E ODONTO S.A,1T,2025,19055098.88,2008-12-30,Medicina de Grupo,SP
10767219000174,PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,1T,2025,571094.06,2009-10-29,Odontologia de Grupo,BA
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,1T,2025,389613.02,2009-11-25,Odontologia de Grupo,BA
11177786000133,ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO,1T,2025,16285548.66,2010-04-09,Autogestão,MG
10796140000171,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,1T,2025,599121.58,2010-04-09,Odontologia de Grupo,MG
11593821000103,ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1T,2025,23301503.96,2010-06-09,Autogestão,SC
51628360000173,PRONTO SOCORRO CONDE DE MOREIRA LIMA,1T,2025,1941592.52,2010-08-03,Medicina de Grupo,SP
11565995000154,PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,1T,2025,821312.65,2010-08-13,Medicina de Grupo,SP
12055813000168,CEMIG SAÚDE,1T,2025,136569411.1,2010-08-13,Autogestão,MG
11939445000158,ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA,1T,2025,79987529.2,2010-09-02,Medicina de Grupo,SP
03033006000153,CAIXA DE ASSISTÊNCIA OSWALDO CRUZ,1T,2025,43585275.35,2010-09-21,Autogestão,RJ
92741016000173,ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL,1T,2025,23245064.99,2010-09-28,Filantropia,RS
11996146000155,CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO,1T,2025,14500394.46,2010-12-03,Autogestão,PE
11973134000105,SUL AMÉRICA ODONTOLÓGICO S/A,1T,2025,16229856.62,2011-01-24,Odontologia de Grupo,SP
10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,1T,2025,811598.87,2011-01-24,Odontologia de Grupo,SP
10935483000170,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO,1T,2025,33227214.11,2011-03-31,Medicina de Grupo,SP
07945024000162,ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,1T,2025,14884275.22,2011-03-31,Autogestão,PR
13001218000102,ASSOCIAÇÃO SANTA SAÚDE,1T,2025,78079233.13,2011-04-20,Medicina de Grupo,SP
13223975000120,CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A,1T,2025,537026.11,2011-05-05,Seguradora Especializada em Saúde,SP
13026081000140,FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,1T,2025,1425485.53,2011-07-13,Autogestão,MS
11076382000153,UNIX SAÚDE S.A,1T,2025,6156864.69,2011-07-13,Medicina de Grupo,BA
09433795000104,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,1T,2025,91948117.85,2011-08-15,Medicina de Grupo,DF
11336728000105,ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,1T,2025,817683.67,2011-09-13,Medicina de Grupo,RS
13816250000146,OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,1T,2025,2677120.08,2011-09-13,Medicina de Grupo,RJ
11828089000103,LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1T,2025,24766876.79,2012-01-12,Autogestão,DF
14408631000159,FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,1T,2025,2688043.91,2012-05-03,Medicina de Grupo,MG
15131148000132,AMHA SAUDE S/A,1T,2025,16756849.44,2012-10-08,Medicina de Grupo,SP
12049486000131,ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ,1T,2025,10840721.17,2012-10-08,Autogestão,PR
30460075000116,MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,1T,2025,36316706.48,2012-10-16,Autogestão,RJ
15022430000181,ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO,1T,2025,17244812.56,2013-01-11,Medicina de Grupo,SP
06814351000112,CEDPLAN SAÚDE LTDA EPP,1T,2025,1428839.03,2013-01-11,Medicina de Grupo,MG
16665579000141,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,1T,2025,20938135.77,2013-03-25,Medicina de Grupo,SP
27085968000114,CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO,1T,2025,11404058.95,2013-03-25,Autogestão,RJ
11867361000156,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,1T,2025,11089044.41,2013-06-13,Medicina de Grupo,SC
17048922000171,ODONTO PRIME S/S LTDA,1T,2025,152781.96,2013-08-01,Odontologia de Grupo,CE
03518900000113,INSTITUTO CURITIBA DE SAÚDE,1T,2025,97151125.76,2013-09-06,Autogestão,PR
25906728000108,COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ,1T,2025,662811.41,2013-09-11,Cooperativa odontológica,MG
16926969000128,AMAZÔNIA PLANOS DE SAÚDE LTDA,1T,2025,13837570.36,2013-10-03,Medicina de Grupo,PA
14674151000130,BIORAL SISTEMA ODONTOLÓGICO LTDA.,1T,2025,14426.14,2013-10-03,Odontologia de Grupo,SP
14946109000120,ASSOCIAÇÃO SÃO FRANCISCO VIDA,1T,2025,26422662.84,2013-10-15,Medicina de Grupo,SP
15323270000100,ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA,1T,2025,13607044.11,2013-10-22,Medicina de Grupo,SP
18321477000134,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,1T,2025,119085600.76,2014-01-08,Medicina de Grupo,SP
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,1T,2025,485947.94,2014-02-17,Odontologia de Grupo,SP
19962272000109,BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.,1T,2025,8154111.43,2014-06-27,Odontologia de Grupo,SP
92827666000136,INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM,1T,2025,14305920.69,2014-07-14,Autogestão,RS
17897995000138,PLADISA PLANOS DE SAÚDE SA,1T,2025,14107653.46,2014-09-02,Medicina de Grupo,SC
19691730000104,MAIS SAUDE S/A,1T,2025,7489460.18,2014-09-22,Medicina de Grupo,ES
19304091000187,SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.,1T,2025,311634.77,2014-09-22,Odontologia de Grupo,SP
20160828000114,ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ,1T,2025,1582541.58,2014-10-21,Autogestão,PA
20918393000124,OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA,1T,2025,9865963.2,2015-03-05,Medicina de Grupo,MS
14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,1T,2025,1967815.52,2015-05-07,Medicina de Grupo,MG
21205801000163,"CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE",1T,2025,2477142.7,2015-07-29,Autogestão,SC
20961779000119,ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS,1T,2025,7583405.57,2015-11-09,Medicina de Grupo,SP
19512026000147,PLAMESC PLANOS DE SAÚDE LTDA,1T,2025,2536993.71,2015-11-18,Medicina de Grupo,RJ
15713057000105,ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,1T,2025,16211863.08,2015-12-15,Medicina de Grupo,BA
19031941000110,SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,1T,2025,250403.13,2016-02-03,Odontologia de Grupo,SP
60961422000155,"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO",1T,2025,68954286.56,2016-02-22,Autogestão,SP
23053901000147,SANTA CASA DE SAÚDE - SCS,1T,2025,3855833.88,2016-03-30,Medicina de Grupo,ES
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,1T,2025,1046807.97,2016-04-14,Autogestão,SE
23557177000199,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,1T,2025,2214820.09,2016-05-16,Medicina de Grupo,SP
23869306000184,ASSOCIAÇÃO PADRE ALBINO SAÚDE,1T,2025,21220219.27,2016-07-06,Medicina de Grupo,SP
24645912000189,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,1T,2025,44169153.85,2016-07-06,Medicina de Grupo,SP
25063964000100,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,1T,2025,7271916.03,2017-01-27,Autogestão,RS
24807514000111,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,1T,2025,6266876.95,2017-03-27,Medicina de Grupo,SP
25141173000150,ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,1T,2025,713631.78,2017-06-09,Medicina de Grupo,SP
22694698000125,INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA,1T,2025,2848.8,2017-03-27,Medicina de Grupo,SP
77893469000121,HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,1T,2025,637492.58,2017-10-25,Filantropia,PR
27113113000150,S1 OPERADORA DE PLANO DE SAÚDE LTDA,1T,2025,1516452.39,2017-11-27,Medicina de Grupo,DF
27067508000163,ASSOCIAÇÃO SÃO LUIZ SAÚDE,1T,2025,16124343.55,2017-09-29,Medicina de Grupo,SP
28633372000174,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,1T,2025,10975343.38,2018-03-18,Medicina de Grupo,SP
22709109000135,BENEFICENCIA SOCIAL BOM SAMARITANO,1T,2025,757403.48,2018-06-28,Filantropia,MG
08225953000160,SANTA CASA DE MAUÁ SAÚDE,1T,2025,23701189.83,2018-03-18,Medicina de Grupo,SP
04574626000162,CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL,1T,2025,22284895.52,2018-07-17,Autogestão,MS
29910807000143,RIO DOCE SAÚDE,1T,2025,3616294.03,2018-08-15,Medicina de Grupo,ES
28310835000167,MEDHEALTH PLANOS DE SAÚDE LTDA,1T,2025,1484944.68,2018-11-01,Medicina de Grupo,PR
27452545000195,2CARE OPERADORA DE SAÚDE LTDA.,1T,2025,61558843.68,2018-10-09,Medicina de Grupo,SP
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,1T,2025,228946.14,2019-04-05,Odontologia de Grupo,TO
30724638000136,ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,1T,2025,1358108.8,2019-04-08,Medicina de Grupo,SP
28953753000130,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,1T,2025,1120459.57,2019-03-11,Medicina de Grupo,RJ
31763326000102,EXCELÊNCIA PLANO DE SAÚDE S/A,1T,2025,225.39,2019-04-16,Medicina de Grupo,ES
31097886000167,PERSONAL CARE OPERADORA DE SAÚDE SA,1T,2025,4246798.36,2019-07-16,Medicina de Grupo,SP
27047334000177,HEALTH-MED SISTEMA DE SAUDE LTDA,1T,2025,490266.37,2019-04-30,Medicina de Grupo,RJ
29174910000172,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,1T,2025,10046468.75,2019-06-13,Medicina de Grupo,SP
32421708000102,BEST SENIOR OPERADORA DE SAÚDE LTDA,1T,2025,13248066.98,2019-09-02,Medicina de Grupo,ES
03013779000178,ANGELI SISTEMAS DE SAUDE S.A.,1T,2025,2341437.47,2021-07-29,Medicina de Grupo,PR
34266553000102,ALICE OPERADORA LTDA.,1T,2025,91207494.34,2019-11-01,Medicina de Grupo,SP
33379144000150,ÚNICA ASSISTENCIA MEDICA LTDA,1T,2025,13447817.12,2019-12-03,Medicina de Grupo,SP
34539000000186,KLINI PLANOS DE SAÚDE LTDA,1T,2025,61580643.9,2019-12-18,Medicina de Grupo,RJ
34844263000107,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1T,2025,13257333.35,2019-12-11,Autogestão,RJ
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,1T,2025,1006362.67,2019-12-18,Odontologia de Grupo,SP
34732056000152,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,1T,2025,4131747.65,2020-02-27,Medicina de Grupo,BA
36263502000152,CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,1T,2025,1577022.52,2020-06-16,Medicina de Grupo,RJ
35657268000185,ASSOCIAÇÃO DE SAÚDE DO VALE,1T,2025,14613755.83,2020-07-14,Medicina de Grupo,SC
